Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 02:03:37.770000,GAS,0 days 00:01:20.255000,20.0,2.0,,,0 days 00:00:21.069000,0 days 00:00:37.547000,0 days 00:00:21.639000,0 days 02:02:38.580000,0 days 02:03:16.127000,0 days 02:03:37.766000,194.0,174.0,257.0,278.0,False,MEDIUM,19.0,True,0 days 02:02:17.515000,2024-05-26 14:10:22.904,10.0,False
0 days 02:04:57.646000,GAS,0 days 00:01:19.876000,21.0,2.0,,,0 days 00:00:21.238000,0 days 00:00:37.270000,0 days 00:00:21.368000,0 days 02:03:59.004000,0 days 02:04:36.274000,0 days 02:04:57.642000,186.0,184.0,264.0,277.0,True,MEDIUM,20.0,True,0 days 02:03:37.770000,2024-05-26 14:11:43.159,10.0,False
0 days 02:06:18.200000,GAS,0 days 00:01:20.554000,22.0,2.0,,,0 days 00:00:20.982000,0 days 00:00:37.763000,0 days 00:00:21.809000,0 days 02:05:18.624000,0 days 02:05:56.387000,0 days 02:06:18.196000,184.0,177.0,263.0,279.0,False,MEDIUM,21.0,True,0 days 02:04:57.646000,2024-05-26 14:13:03.035,10.0,False
0 days 02:07:39.506000,GAS,0 days 00:01:21.306000,23.0,2.0,,,0 days 00:00:21.450000,0 days 00:00:37.844000,0 days 00:00:22.012000,0 days 02:06:39.646000,0 days 02:07:17.490000,0 days 02:07:39.502000,177.0,177.0,257.0,277.0,False,MEDIUM,22.0,True,0 days 02:06:18.200000,2024-05-26 14:14:23.589,10.0,False
0 days 02:09:00.455000,GAS,0 days 00:01:20.949000,24.0,2.0,,,0 days 00:00:20.925000,0 days 00:00:38.004000,0 days 00:00:22.020000,0 days 02:08:00.427000,0 days 02:08:38.431000,0 days 02:09:00.451000,195.0,172.0,257.0,277.0,False,MEDIUM,23.0,True,0 days 02:07:39.506000,2024-05-26 14:15:44.895,10.0,False
0 days 02:10:20.827000,GAS,0 days 00:01:20.372000,25.0,2.0,,,0 days 00:00:21.103000,0 days 00:00:37.620000,0 days 00:00:21.649000,0 days 02:09:21.554000,0 days 02:09:59.174000,0 days 02:10:20.823000,188.0,178.0,256.0,276.0,False,MEDIUM,24.0,True,0 days 02:09:00.455000,2024-05-26 14:17:05.844,10.0,False
0 days 02:11:41.420000,GAS,0 days 00:01:20.593000,26.0,2.0,,,0 days 00:00:21.449000,0 days 00:00:37.447000,0 days 00:00:21.697000,0 days 02:10:42.272000,0 days 02:11:19.719000,0 days 02:11:41.416000,176.0,183.0,256.0,276.0,False,MEDIUM,25.0,True,0 days 02:10:20.827000,2024-05-26 14:18:26.216,10.0,False
0 days 02:13:01.941000,GAS,0 days 00:01:20.521000,27.0,2.0,,,0 days 00:00:21.045000,0 days 00:00:37.661000,0 days 00:00:21.815000,0 days 02:12:02.461000,0 days 02:12:40.122000,0 days 02:13:01.937000,186.0,174.0,256.0,276.0,False,MEDIUM,26.0,True,0 days 02:11:41.420000,2024-05-26 14:19:46.809,10.0,False
0 days 02:14:22.170000,GAS,0 days 00:01:20.229000,28.0,2.0,,,0 days 00:00:21.024000,0 days 00:00:37.602000,0 days 00:00:21.603000,0 days 02:13:22.961000,0 days 02:14:00.563000,0 days 02:14:22.166000,190.0,179.0,256.0,276.0,False,MEDIUM,27.0,True,0 days 02:13:01.941000,2024-05-26 14:21:07.330,10.0,False
0 days 02:15:41.546000,GAS,0 days 00:01:19.376000,29.0,2.0,,,0 days 00:00:20.968000,0 days 00:00:37.002000,0 days 00:00:21.406000,0 days 02:14:43.134000,0 days 02:15:20.136000,0 days 02:15:41.542000,194.0,179.0,256.0,276.0,True,MEDIUM,28.0,True,0 days 02:14:22.170000,2024-05-26 14:22:27.559,10.0,False
0 days 02:17:03.310000,GAS,0 days 00:01:21.764000,30.0,2.0,,,0 days 00:00:21.791000,0 days 00:00:38.013000,0 days 00:00:21.960000,0 days 02:16:03.333000,0 days 02:16:41.346000,0 days 02:17:03.306000,173.0,172.0,255.0,276.0,False,MEDIUM,29.0,True,0 days 02:15:41.546000,2024-05-26 14:23:46.935,10.0,False
0 days 02:18:24.737000,GAS,0 days 00:01:21.427000,31.0,2.0,,,0 days 00:00:21.441000,0 days 00:00:38.049000,0 days 00:00:21.937000,0 days 02:17:24.747000,0 days 02:18:02.796000,0 days 02:18:24.733000,186.0,171.0,256.0,269.0,False,MEDIUM,30.0,True,0 days 02:17:03.310000,2024-05-26 14:25:08.699,10.0,False
0 days 02:19:45.858000,GAS,0 days 00:01:21.121000,32.0,2.0,,,0 days 00:00:21.371000,0 days 00:00:38.018000,0 days 00:00:21.732000,0 days 02:18:46.104000,0 days 02:19:24.122000,0 days 02:19:45.854000,190.0,176.0,257.0,276.0,False,MEDIUM,31.0,True,0 days 02:18:24.737000,2024-05-26 14:26:30.126,10.0,False
0 days 02:21:06.823000,GAS,0 days 00:01:20.965000,33.0,2.0,,,0 days 00:00:21.201000,0 days 00:00:37.839000,0 days 00:00:21.925000,0 days 02:20:07.055000,0 days 02:20:44.894000,0 days 02:21:06.819000,191.0,174.0,256.0,275.0,False,MEDIUM,32.0,True,0 days 02:19:45.858000,2024-05-26 14:27:51.247,10.0,False
0 days 02:22:27.574000,GAS,0 days 00:01:20.751000,34.0,2.0,,,0 days 00:00:21.309000,0 days 00:00:37.920000,0 days 00:00:21.522000,0 days 02:21:28.128000,0 days 02:22:06.048000,0 days 02:22:27.570000,189.0,177.0,257.0,275.0,False,MEDIUM,33.0,True,0 days 02:21:06.823000,2024-05-26 14:29:12.212,10.0,False
0 days 02:23:46.935000,GAS,0 days 00:01:19.361000,35.0,2.0,,,0 days 00:00:20.907000,0 days 00:00:37.118000,0 days 00:00:21.336000,0 days 02:22:48.477000,0 days 02:23:25.595000,0 days 02:23:46.931000,190.0,180.0,257.0,275.0,True,MEDIUM,34.0,True,0 days 02:22:27.574000,2024-05-26 14:30:32.963,10.0,False
0 days 02:25:06.511000,GAS,0 days 00:01:19.576000,36.0,2.0,,,0 days 00:00:21.082000,0 days 00:00:37.100000,0 days 00:00:21.394000,0 days 02:24:08.013000,0 days 02:24:45.113000,0 days 02:25:06.507000,195.0,179.0,256.0,275.0,False,MEDIUM,35.0,True,0 days 02:23:46.935000,2024-05-26 14:31:52.324,10.0,False
0 days 02:26:26.486000,GAS,0 days 00:01:19.975000,37.0,2.0,,,0 days 00:00:20.888000,0 days 00:00:37.374000,0 days 00:00:21.713000,0 days 02:25:27.395000,0 days 02:26:04.769000,0 days 02:26:26.482000,198.0,178.0,257.0,275.0,False,MEDIUM,36.0,True,0 days 02:25:06.511000,2024-05-26 14:33:11.900,10.0,False
0 days 02:27:45.914000,GAS,0 days 00:01:19.428000,38.0,2.0,,,0 days 00:00:21.020000,0 days 00:00:36.956000,0 days 00:00:21.452000,0 days 02:26:47.502000,0 days 02:27:24.458000,0 days 02:27:45.910000,199.0,181.0,256.0,275.0,False,MEDIUM,37.0,True,0 days 02:26:26.486000,2024-05-26 14:34:31.875,10.0,False
0 days 02:29:06.234000,GAS,0 days 00:01:20.320000,39.0,2.0,,,0 days 00:00:21.342000,0 days 00:00:37.369000,0 days 00:00:21.609000,0 days 02:28:07.252000,0 days 02:28:44.621000,0 days 02:29:06.230000,185.0,174.0,258.0,276.0,False,MEDIUM,38.0,True,0 days 02:27:45.914000,2024-05-26 14:35:51.303,10.0,False
0 days 02:30:26.618000,GAS,0 days 00:01:20.384000,40.0,2.0,,,0 days 00:00:21.321000,0 days 00:00:37.464000,0 days 00:00:21.599000,0 days 02:29:27.551000,0 days 02:30:05.015000,0 days 02:30:26.614000,197.0,175.0,257.0,275.0,False,MEDIUM,39.0,True,0 days 02:29:06.234000,2024-05-26 14:37:11.623,10.0,False
0 days 02:31:46.818000,GAS,0 days 00:01:20.200000,41.0,2.0,,,0 days 00:00:21.198000,0 days 00:00:37.359000,0 days 00:00:21.643000,0 days 02:30:47.812000,0 days 02:31:25.171000,0 days 02:31:46.814000,,181.0,257.0,275.0,False,MEDIUM,40.0,True,0 days 02:30:26.618000,2024-05-26 14:38:32.007,10.0,False
0 days 02:33:06.795000,GAS,0 days 00:01:19.977000,42.0,2.0,,,0 days 00:00:21.083000,0 days 00:00:37.313000,0 days 00:00:21.581000,0 days 02:32:07.897000,0 days 02:32:45.210000,0 days 02:33:06.791000,199.0,179.0,256.0,275.0,False,MEDIUM,41.0,True,0 days 02:31:46.818000,2024-05-26 14:39:52.207,10.0,False
0 days 02:34:27.843000,GAS,0 days 00:01:21.048000,43.0,2.0,,,0 days 00:00:21.159000,0 days 00:00:37.964000,0 days 00:00:21.925000,0 days 02:33:27.950000,0 days 02:34:05.914000,0 days 02:34:27.839000,193.0,175.0,256.0,275.0,False,MEDIUM,42.0,True,0 days 02:33:06.795000,2024-05-26 14:41:12.184,10.0,False
0 days 02:35:48.464000,GAS,0 days 00:01:20.621000,44.0,2.0,,,0 days 00:00:21.328000,0 days 00:00:37.580000,0 days 00:00:21.713000,0 days 02:34:49.167000,0 days 02:35:26.747000,0 days 02:35:48.460000,189.0,175.0,257.0,275.0,False,MEDIUM,43.0,True,0 days 02:34:27.843000,2024-05-26 14:42:33.232,10.0,False
0 days 02:37:07.846000,GAS,0 days 00:01:19.382000,45.0,2.0,,,0 days 00:00:20.902000,0 days 00:00:37.198000,0 days 00:00:21.282000,0 days 02:36:09.362000,0 days 02:36:46.560000,0 days 02:37:07.842000,190.0,179.0,257.0,275.0,False,MEDIUM,44.0,True,0 days 02:35:48.464000,2024-05-26 14:43:53.853,10.0,False
0 days 02:38:27.816000,GAS,0 days 00:01:19.970000,46.0,2.0,,,0 days 00:00:21.139000,0 days 00:00:37.499000,0 days 00:00:21.332000,0 days 02:37:28.981000,0 days 02:38:06.480000,0 days 02:38:27.812000,192.0,177.0,257.0,275.0,False,MEDIUM,45.0,True,0 days 02:37:07.846000,2024-05-26 14:45:13.235,10.0,False
0 days 02:39:47.251000,GAS,0 days 00:01:19.435000,47.0,2.0,,,0 days 00:00:20.865000,0 days 00:00:37.294000,0 days 00:00:21.276000,0 days 02:38:48.677000,0 days 02:39:25.971000,0 days 02:39:47.247000,198.0,176.0,256.0,275.0,False,MEDIUM,46.0,True,0 days 02:38:27.816000,2024-05-26 14:46:33.205,10.0,False
0 days 02:41:07.116000,GAS,0 days 00:01:19.865000,48.0,2.0,,,0 days 00:00:20.925000,0 days 00:00:37.454000,0 days 00:00:21.486000,0 days 02:40:08.172000,0 days 02:40:45.626000,0 days 02:41:07.112000,196.0,181.0,257.0,275.0,False,MEDIUM,47.0,True,0 days 02:39:47.251000,2024-05-26 14:47:52.640,10.0,False
0 days 02:42:27.650000,GAS,0 days 00:01:20.534000,49.0,2.0,,,0 days 00:00:20.805000,0 days 00:00:37.858000,0 days 00:00:21.871000,0 days 02:41:27.917000,0 days 02:42:05.775000,0 days 02:42:27.646000,197.0,173.0,257.0,275.0,False,MEDIUM,48.0,True,0 days 02:41:07.116000,2024-05-26 14:49:12.505,10.0,False
0 days 02:43:48.673000,GAS,0 days 00:01:21.023000,50.0,2.0,,,0 days 00:00:21.029000,0 days 00:00:37.509000,0 days 00:00:22.485000,0 days 02:42:48.675000,0 days 02:43:26.184000,0 days 02:43:48.669000,189.0,173.0,236.0,275.0,False,MEDIUM,49.0,True,0 days 02:42:27.650000,2024-05-26 14:50:33.039,10.0,False
0 days 02:45:13.146000,GAS,0 days 00:01:24.473000,51.0,2.0,,,0 days 00:00:21.930000,0 days 00:00:40.611000,0 days 00:00:21.932000,0 days 02:44:10.599000,0 days 02:44:51.210000,0 days 02:45:13.142000,140.0,175.0,257.0,264.0,False,MEDIUM,50.0,True,0 days 02:43:48.673000,2024-05-26 14:51:54.062,10.0,False
0 days 02:46:32.889000,GAS,0 days 00:01:19.743000,52.0,2.0,,,0 days 00:00:21.148000,0 days 00:00:37.157000,0 days 00:00:21.438000,0 days 02:45:34.290000,0 days 02:46:11.447000,0 days 02:46:32.885000,193.0,180.0,258.0,278.0,False,MEDIUM,51.0,True,0 days 02:45:13.146000,2024-05-26 14:53:18.535,10.0,False
0 days 02:47:52.806000,GAS,0 days 00:01:19.917000,53.0,2.0,,,0 days 00:00:20.986000,0 days 00:00:37.411000,0 days 00:00:21.520000,0 days 02:46:53.871000,0 days 02:47:31.282000,0 days 02:47:52.802000,188.0,178.0,258.0,279.0,False,MEDIUM,52.0,True,0 days 02:46:32.889000,2024-05-26 14:54:38.278,10.0,False
0 days 02:49:11.897000,GAS,0 days 00:01:19.091000,54.0,2.0,,,0 days 00:00:20.968000,0 days 00:00:36.845000,0 days 00:00:21.278000,0 days 02:48:13.770000,0 days 02:48:50.615000,0 days 02:49:11.893000,189.0,178.0,258.0,279.0,True,MEDIUM,53.0,True,0 days 02:47:52.806000,2024-05-26 14:55:58.195,10.0,False
0 days 02:50:31.304000,GAS,0 days 00:01:19.407000,55.0,2.0,,,0 days 00:00:20.714000,0 days 00:00:37.252000,0 days 00:00:21.441000,0 days 02:49:32.607000,0 days 02:50:09.859000,0 days 02:50:31.300000,196.0,179.0,258.0,278.0,False,MEDIUM,54.0,True,0 days 02:49:11.897000,2024-05-26 14:57:17.286,10.0,False
0 days 02:51:51.008000,GAS,0 days 00:01:19.704000,56.0,2.0,,,0 days 00:00:20.991000,0 days 00:00:37.282000,0 days 00:00:21.431000,0 days 02:50:52.291000,0 days 02:51:29.573000,0 days 02:51:51.004000,194.0,178.0,258.0,278.0,False,MEDIUM,55.0,True,0 days 02:50:31.304000,2024-05-26 14:58:36.693,10.0,False
0 days 02:53:10.456000,GAS,0 days 00:01:19.448000,57.0,2.0,,,0 days 00:00:20.953000,0 days 00:00:37.124000,0 days 00:00:21.371000,0 days 02:52:11.957000,0 days 02:52:49.081000,0 days 02:53:10.452000,197.0,181.0,257.0,278.0,False,MEDIUM,56.0,True,0 days 02:51:51.008000,2024-05-26 14:59:56.397,10.0,False
0 days 02:54:29.553000,GAS,0 days 00:01:19.097000,58.0,2.0,,,0 days 00:00:20.943000,0 days 00:00:36.982000,0 days 00:00:21.172000,0 days 02:53:31.395000,0 days 02:54:08.377000,0 days 02:54:29.549000,,178.0,257.0,277.0,False,MEDIUM,57.0,True,0 days 02:53:10.456000,2024-05-26 15:01:15.845,10.0,False
0 days 02:55:50.931000,GAS,0 days 00:01:21.378000,59.0,2.0,,,0 days 00:00:20.820000,0 days 00:00:38.540000,0 days 00:00:22.018000,0 days 02:54:50.369000,0 days 02:55:28.909000,0 days 02:55:50.927000,191.0,171.0,236.0,277.0,False,MEDIUM,58.0,True,0 days 02:54:29.553000,2024-05-26 15:02:34.942,10.0,False
0 days 02:57:11.168000,GAS,0 days 00:01:20.237000,60.0,2.0,,,0 days 00:00:21.558000,0 days 00:00:37.268000,0 days 00:00:21.411000,0 days 02:56:12.485000,0 days 02:56:49.753000,0 days 02:57:11.164000,189.0,177.0,259.0,279.0,False,MEDIUM,59.0,True,0 days 02:55:50.931000,2024-05-26 15:03:56.320,10.0,False
0 days 02:58:31.575000,GAS,0 days 00:01:20.407000,61.0,2.0,,,0 days 00:00:20.827000,0 days 00:00:38.074000,0 days 00:00:21.506000,0 days 02:57:31.991000,0 days 02:58:10.065000,0 days 02:58:31.571000,190.0,180.0,259.0,271.0,False,MEDIUM,60.0,True,0 days 02:57:11.168000,2024-05-26 15:05:16.557,10.0,False
0 days 02:59:50.044000,GAS,0 days 00:01:18.469000,62.0,2.0,,,0 days 00:00:20.628000,0 days 00:00:36.697000,0 days 00:00:21.144000,0 days 02:58:52.199000,0 days 02:59:28.896000,0 days 02:59:50.040000,191.0,180.0,258.0,279.0,True,MEDIUM,61.0,True,0 days 02:58:31.575000,2024-05-26 15:06:36.964,10.0,False
0 days 03:01:09.199000,GAS,0 days 00:01:19.155000,63.0,2.0,,,0 days 00:00:21.048000,0 days 00:00:36.832000,0 days 00:00:21.275000,0 days 03:00:11.088000,0 days 03:00:47.920000,0 days 03:01:09.195000,192.0,179.0,258.0,279.0,False,MEDIUM,62.0,True,0 days 02:59:50.044000,2024-05-26 15:07:55.433,10.0,False
0 days 03:02:28.067000,GAS,0 days 00:01:18.868000,64.0,2.0,,,0 days 00:00:20.752000,0 days 00:00:36.818000,0 days 00:00:21.298000,0 days 03:01:29.947000,0 days 03:02:06.765000,0 days 03:02:28.063000,,181.0,259.0,278.0,False,MEDIUM,63.0,True,0 days 03:01:09.199000,2024-05-26 15:09:14.588,10.0,False
0 days 03:03:47.287000,GAS,0 days 00:01:19.220000,65.0,2.0,,,0 days 00:00:20.772000,0 days 00:00:37.149000,0 days 00:00:21.299000,0 days 03:02:48.835000,0 days 03:03:25.984000,0 days 03:03:47.283000,197.0,180.0,258.0,277.0,False,MEDIUM,64.0,True,0 days 03:02:28.067000,2024-05-26 15:10:33.456,10.0,False
0 days 03:05:06.013000,GAS,0 days 00:01:18.726000,66.0,2.0,,,0 days 00:00:20.602000,0 days 00:00:36.831000,0 days 00:00:21.293000,0 days 03:04:07.885000,0 days 03:04:44.716000,0 days 03:05:06.009000,200.0,181.0,258.0,276.0,False,MEDIUM,65.0,True,0 days 03:03:47.287000,2024-05-26 15:11:52.676,10.0,False
0 days 03:06:24.637000,GAS,0 days 00:01:18.624000,67.0,2.0,,,0 days 00:00:20.646000,0 days 00:00:36.723000,0 days 00:00:21.255000,0 days 03:05:26.655000,0 days 03:06:03.378000,0 days 03:06:24.633000,201.0,179.0,258.0,276.0,False,MEDIUM,66.0,True,0 days 03:05:06.013000,2024-05-26 15:13:11.402,10.0,False
0 days 03:07:43.182000,GAS,0 days 00:01:18.545000,68.0,2.0,,,0 days 00:00:20.684000,0 days 00:00:36.715000,0 days 00:00:21.146000,0 days 03:06:45.317000,0 days 03:07:22.032000,0 days 03:07:43.178000,,182.0,258.0,276.0,False,MEDIUM,67.0,True,0 days 03:06:24.637000,2024-05-26 15:14:30.026,10.0,False
0 days 03:09:01.545000,GAS,0 days 00:01:18.363000,69.0,2.0,,,0 days 00:00:20.583000,0 days 00:00:36.630000,0 days 00:00:21.150000,0 days 03:08:03.761000,0 days 03:08:40.391000,0 days 03:09:01.541000,200.0,181.0,259.0,276.0,True,MEDIUM,68.0,True,0 days 03:07:43.182000,2024-05-26 15:15:48.571,10.0,False
0 days 03:10:19.344000,GAS,0 days 00:01:17.799000,70.0,2.0,,,0 days 00:00:20.552000,0 days 00:00:36.322000,0 days 00:00:20.925000,0 days 03:09:22.093000,0 days 03:09:58.415000,0 days 03:10:19.340000,,182.0,259.0,277.0,True,MEDIUM,69.0,True,0 days 03:09:01.545000,2024-05-26 15:17:06.934,10.0,False
0 days 03:11:37.484000,GAS,0 days 00:01:18.140000,71.0,2.0,,,0 days 00:00:20.691000,0 days 00:00:36.423000,0 days 00:00:21.026000,0 days 03:10:40.031000,0 days 03:11:16.454000,0 days 03:11:37.480000,196.0,186.0,258.0,277.0,False,MEDIUM,70.0,True,0 days 03:10:19.344000,2024-05-26 15:18:24.733,10.0,False
0 days 03:12:55.866000,GAS,0 days 00:01:18.382000,72.0,2.0,,,0 days 00:00:20.616000,0 days 00:00:36.713000,0 days 00:00:21.053000,0 days 03:11:58.096000,0 days 03:12:34.809000,0 days 03:12:55.862000,199.0,187.0,258.0,277.0,False,MEDIUM,71.0,True,0 days 03:11:37.484000,2024-05-26 15:19:42.873,10.0,False
0 days 03:14:13.858000,GAS,0 days 00:01:17.992000,73.0,2.0,,,0 days 00:00:20.630000,0 days 00:00:36.392000,0 days 00:00:20.970000,0 days 03:13:16.492000,0 days 03:13:52.884000,0 days 03:14:13.854000,197.0,188.0,259.0,277.0,False,MEDIUM,72.0,True,0 days 03:12:55.866000,2024-05-26 15:21:01.255,10.0,False
0 days 03:15:30.547000,GAS,0 days 00:01:16.689000,74.0,2.0,,,0 days 00:00:20.111000,0 days 00:00:35.963000,0 days 00:00:20.615000,0 days 03:14:33.965000,0 days 03:15:09.928000,0 days 03:15:30.543000,204.0,189.0,259.0,278.0,True,MEDIUM,73.0,True,0 days 03:14:13.858000,2024-05-26 15:22:19.247,10.0,False
