Time,Driver,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,LapStartDate,Position,Deleted
0 days 00:47:23.201000,VER,,1.0,1.0,,,,0 days 00:00:30.958000,0 days 00:00:43.532000,,0 days 00:46:39.762000,0 days 00:47:23.314000,278.0,271.0,256.0,310.0,False,MEDIUM,4.0,False,0 days 00:45:38.934000,2024-04-20 03:04:02.541,3.0,False
0 days 00:49:04.701000,VER,0 days 00:01:41.500000,2.0,1.0,,,0 days 00:00:26.958000,0 days 00:00:30.340000,0 days 00:00:44.202000,0 days 00:47:50.148000,0 days 00:48:20.488000,0 days 00:49:04.690000,267.0,259.0,258.0,296.0,True,MEDIUM,5.0,False,0 days 00:47:23.201000,2024-04-20 03:05:46.808,3.0,False
0 days 00:50:45.032000,VER,0 days 00:01:40.331000,3.0,1.0,,,0 days 00:00:26.925000,0 days 00:00:30.256000,0 days 00:00:43.150000,0 days 00:49:31.615000,0 days 00:50:01.871000,0 days 00:50:45.021000,265.0,262.0,257.0,315.0,True,MEDIUM,6.0,False,0 days 00:49:04.701000,2024-04-20 03:07:28.308,3.0,False
0 days 00:52:25.780000,VER,0 days 00:01:40.748000,4.0,1.0,,,0 days 00:00:26.874000,0 days 00:00:30.532000,0 days 00:00:43.342000,0 days 00:51:11.895000,0 days 00:51:42.427000,0 days 00:52:25.769000,276.0,261.0,257.0,311.0,False,MEDIUM,7.0,False,0 days 00:50:45.032000,2024-04-20 03:09:08.639,3.0,False
0 days 00:54:07.002000,VER,0 days 00:01:41.222000,5.0,1.0,,,0 days 00:00:27.098000,0 days 00:00:30.817000,0 days 00:00:43.307000,0 days 00:52:52.867000,0 days 00:53:23.684000,0 days 00:54:06.991000,274.0,260.0,258.0,313.0,False,MEDIUM,8.0,False,0 days 00:52:25.780000,2024-04-20 03:10:49.387,3.0,False
0 days 00:55:48.030000,VER,0 days 00:01:41.028000,6.0,1.0,,,0 days 00:00:27.169000,0 days 00:00:30.631000,0 days 00:00:43.228000,0 days 00:54:34.160000,0 days 00:55:04.791000,0 days 00:55:48.019000,275.0,264.0,262.0,315.0,False,MEDIUM,9.0,False,0 days 00:54:07.002000,2024-04-20 03:12:30.609,3.0,False
0 days 00:57:29.257000,VER,0 days 00:01:41.227000,7.0,1.0,,,0 days 00:00:26.972000,0 days 00:00:31.143000,0 days 00:00:43.112000,0 days 00:56:14.991000,0 days 00:56:46.134000,0 days 00:57:29.246000,276.0,269.0,256.0,335.0,False,MEDIUM,10.0,False,0 days 00:55:48.030000,2024-04-20 03:14:11.637,2.0,False
0 days 00:59:10.348000,VER,0 days 00:01:41.091000,8.0,1.0,,,0 days 00:00:27.064000,0 days 00:00:30.655000,0 days 00:00:43.372000,0 days 00:57:56.310000,0 days 00:58:26.965000,0 days 00:59:10.337000,275.0,263.0,263.0,314.0,False,MEDIUM,11.0,False,0 days 00:57:29.257000,2024-04-20 03:15:52.864,2.0,False
0 days 01:00:51.549000,VER,0 days 00:01:41.201000,9.0,1.0,,,0 days 00:00:26.952000,0 days 00:00:31.011000,0 days 00:00:43.238000,0 days 00:59:37.289000,0 days 01:00:08.300000,0 days 01:00:51.538000,277.0,269.0,257.0,336.0,False,MEDIUM,12.0,False,0 days 00:59:10.348000,2024-04-20 03:17:33.955,1.0,False
0 days 01:02:32.300000,VER,0 days 00:01:40.751000,10.0,1.0,,,0 days 00:00:27.079000,0 days 00:00:30.408000,0 days 00:00:43.264000,0 days 01:01:18.617000,0 days 01:01:49.025000,0 days 01:02:32.289000,272.0,262.0,257.0,312.0,False,MEDIUM,13.0,False,0 days 01:00:51.549000,2024-04-20 03:19:15.156,1.0,False
0 days 01:04:13.528000,VER,0 days 00:01:41.228000,11.0,1.0,,,0 days 00:00:27.411000,0 days 00:00:30.708000,0 days 00:00:43.109000,0 days 01:02:59.700000,0 days 01:03:30.408000,0 days 01:04:13.517000,273.0,266.0,258.0,313.0,False,MEDIUM,14.0,False,0 days 01:02:32.300000,2024-04-20 03:20:55.907,1.0,False
0 days 01:05:54.751000,VER,0 days 00:01:41.223000,12.0,1.0,,,0 days 00:00:27.243000,0 days 00:00:30.578000,0 days 00:00:43.402000,0 days 01:04:40.760000,0 days 01:05:11.338000,0 days 01:05:54.740000,,265.0,257.0,312.0,False,MEDIUM,15.0,False,0 days 01:04:13.528000,2024-04-20 03:22:37.135,1.0,False
0 days 01:07:35.731000,VER,0 days 00:01:40.980000,13.0,1.0,,,0 days 00:00:27.226000,0 days 00:00:30.544000,0 days 00:00:43.210000,0 days 01:06:21.966000,0 days 01:06:52.510000,0 days 01:07:35.720000,275.0,266.0,257.0,314.0,False,MEDIUM,16.0,False,0 days 01:05:54.751000,2024-04-20 03:24:18.358,1.0,False
0 days 01:09:16.960000,VER,0 days 00:01:41.229000,14.0,1.0,,,0 days 00:00:27.394000,0 days 00:00:30.647000,0 days 00:00:43.188000,0 days 01:08:03.114000,0 days 01:08:33.761000,0 days 01:09:16.949000,274.0,265.0,256.0,313.0,False,MEDIUM,17.0,False,0 days 01:07:35.731000,2024-04-20 03:25:59.338,1.0,False
0 days 01:10:58.629000,VER,0 days 00:01:41.669000,15.0,1.0,,,0 days 00:00:27.254000,0 days 00:00:30.804000,0 days 00:00:43.611000,0 days 01:09:44.203000,0 days 01:10:15.007000,0 days 01:10:58.618000,273.0,264.0,257.0,314.0,False,MEDIUM,18.0,False,0 days 01:09:16.960000,2024-04-20 03:27:40.567,1.0,False
